index	sheet	BMS	UNOCF	TC	status
19577	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,0)	psi(N_psi_N(W_(N+1)))		untranslated
19578	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(N_psi_N(M_(N+1)))		untranslated
19579	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(N_psi_N(N_2))		untranslated
19580	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(N_psi_N(N_w))		untranslated
19581	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(2,0,0)	psi(N_N)		untranslated
19582	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,0)(6,3,0)	psi(W_(N_N+1))		untranslated
19583	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,0)(6,3,1)(7,3,1)(8,3,0)(7,0,0)	psi(M_(N_N+1))		untranslated
19584	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,0)(6,3,1)(7,3,1)(8,3,1)(8,3,1)(7,3,1)(8,3,0)(7,0,0)	psi(N_(N+1))		untranslated
19585	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,0)(6,3,1)(7,3,1)(8,3,1)(8,3,1)(7,3,1)(8,3,1)(8,3,1)	psi(N_(N+w))		untranslated
19586	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,0)(6,3,1)(7,3,1)(8,3,1)(8,3,1)(7,3,1)(8,3,1)(8,3,1)(7,3,1)(8,1,0)(2,0,0)	psi(N_(N2))		untranslated
19587	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,1)	psi(N_(N*w))		untranslated
19588	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,1)(6,1,0)(2,0,0)	psi(N_(N^2))		untranslated
19589	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(6,1,0)(2,0,0)	psi(N_(N^N))		untranslated
19590	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)	psi(N_W_(N+1))		untranslated
19591	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(4,2,1)	psi(N_W_(N+w))		untranslated
19592	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(N_M_(N+w))		untranslated
19593	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)	psi(N_psi_N_2(N_2*w))		untranslated
19594	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,1)(9,3,1)(8,3,1)(9,3,1)(9,3,1)(8,3,1)(9,1,0)(2,0,0)	psi(N_N_2)		untranslated
19595	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)	psi(N_N_w)		untranslated
19596	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)	psi(N_N_(w2))		untranslated
19597	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)	psi(N_N_(w^2))		untranslated
19598	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,0,0)	psi(N_N_(w^w))		untranslated
19599	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)	psi(N_N_W)		untranslated
19600	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)	psi(N_N_W_w)		untranslated
19601	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)	psi(N_N_psi_M(M*w))		untranslated
19602	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)	psi(N_N_M_w)		untranslated
19603	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(N_N_psi_N(N*w))		untranslated
19604	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)	psi(N_N_N_w)		untranslated
19605	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)	psi(N_N_N_N_w)		untranslated
19606	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(C(3;0))		untranslated
19607	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,0,0)	psi(C(3;0))*w		untranslated
19608	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,0)	psi(C(3;0)+W)		untranslated
19609	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)	psi(C(3;0)+W_w)		untranslated
19610	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,0)	psi(C(3;0)+W_W)		untranslated
19611	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(C(3;0)+psi_psi_M(M)(M))		untranslated
19612	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)	psi(C(3;0)+psi_psi_M(M)(M*w))		untranslated
19613	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(C(3;0)+psi_psi_M(M)(M_w))		untranslated
19614	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(C(3;0)+psi_psi_M(M)(N_w))		untranslated
19615	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(C(3;0)+psi_psi_M(M)(C(3;0)))		untranslated
19616	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(C(3;0)+psi_M(M))		untranslated
19617	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)	psi(C(3;0)+psi_M(M*w))		untranslated
19618	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,0,0)	psi(C(3;0)+psi_M(M^w))		untranslated
19619	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,0)	psi(C(3;0)+psi_M(W_(M+1)))		untranslated
19620	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(C(3;0)+psi_M(M_2))		untranslated
19621	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(C(3;0)+psi_M(M_w))		untranslated
19622	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(C(3;0)+psi_M(N))		untranslated
19623	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(C(3;0)+psi_M(N_w))		untranslated
19624	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(C(3;0)+psi_M(C(3;0)))		untranslated
19625	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(C(3;0)+M)		untranslated
19626	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)(4,2,0)	psi(C(3;0)+W_(M+1))		untranslated
19627	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)(4,2,1)(5,2,1)(6,2,1)	psi(C(3;0)+psi_M_2(M_2*w))		untranslated
19628	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)	psi(C(3;0)+M_w)		untranslated
19629	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)	psi(C(3;0)+M_(w^2))		untranslated
19630	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)	psi(C(3;0)+M_W)		untranslated
19631	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(C(3;0)+psi_psi_N(N)(N))		untranslated
19632	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)	psi(C(3;0)+psi_psi_N(N)(N*w))		untranslated
19633	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(C(3;0)+psi_psi_N(N)(N_w))		untranslated
19634	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(C(3;0)+psi_psi_N(N)(C(3;0)))		untranslated
19635	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(C(3;0)+psi_N(N))		untranslated
19636	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(C(3;0)+psi_N(N*w))		untranslated
19637	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,0,0)	psi(C(3;0)+psi_N(N^w))		untranslated
19638	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,0)	psi(C(3;0)+psi_N(W_(N+1)))		untranslated
19639	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(C(3;0)+psi_N(M_(N+1)))		untranslated
19640	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(C(3;0)+psi_N(N_2))		untranslated
19641	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(C(3;0)+psi_N(N_w))		untranslated
19642	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(C(3;0)+psi_N(C(3;0)))		untranslated
19643	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(C(3;0)+N)		untranslated
19644	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)(4,2,0)	psi(C(3;0)+W_(N+1))		untranslated
19645	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(C(3;0)+M_(N+w))		untranslated
19646	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)	psi(C(3;0)+psi_N_2(N_2*w))		untranslated
