index	sheet	BMS	UNOCF	TC	status
19493	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,0)(6,3,1)(7,3,1)(8,3,1)(8,3,1)(7,3,1)(8,3,1)(8,3,0)(9,4,1)(10,4,1)(11,4,1)(11,4,1)(10,4,1)(11,4,0)(10,0,0)	psi(N_(w+3))		untranslated
19494	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)	psi(N_(w2))		untranslated
19495	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)	psi(N_(w2)*2)		untranslated
19496	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(3,2,0)	psi(N_(w2)+W_(N_w+1))		untranslated
19497	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(3,2,1)(4,2,1)(5,2,1)(5,2,1)	psi(N_(w2)+M_(N_w+w))		untranslated
19498	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)	psi(N_(w2)*2)		untranslated
19499	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,0,0)	psi(N_(w2)*w)		untranslated
19500	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,0)(5,3,0)	psi(W_(N_(w2)+1))		untranslated
19501	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,0)(5,3,1)	psi(W_(N_(w2)+w))		untranslated
19502	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,0)(6,0,0)	psi(M_(N_(w2)+1))		untranslated
19503	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,1)(7,3,1)	psi(M_(N_(w2)+w))		untranslated
19504	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,1)(7,3,1)(6,3,1)(7,3,0)(6,0,0)	psi(N_(w2+1))		untranslated
19505	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,1)(7,3,1)(6,3,1)(7,3,1)(7,3,1)	psi(N_(w3))		untranslated
19506	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,0)(5,3,1)(6,3,1)(7,3,1)(7,3,1)(6,3,1)(7,3,1)(7,3,1)(6,3,0)(7,4,1)(8,4,1)(9,4,1)(9,4,1)(8,4,1)(9,4,1)(9,4,1)	psi(N_(w4))		untranslated
19507	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)	psi(N_(w^2))		untranslated
19508	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(1,1,1)	psi(N_(w^2)+W_w)		untranslated
19509	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(1,1,1)(2,1,1)(3,1,1)(3,1,1)	psi(N_(w^2)+M_w)		untranslated
19510	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)	psi(N_(w^2)+N_w)		untranslated
19511	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)	psi(N_(w^2)*2)		untranslated
19512	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(2,0,0)	psi(N_(w^2)*w)		untranslated
19513	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(2,1,0)(3,2,0)	psi(W_(N_(w^2)+1))		untranslated
19514	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(2,1,0)(3,2,1)	psi(W_(N_(w^2)+w))		untranslated
19515	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(M_(N_(w^2)+1))		untranslated
19516	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)	psi(M_(N_(w^2)+w))		untranslated
19517	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,0)(4,0,0)	psi(N_(w^2+1))		untranslated
19518	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)	psi(N_(w^2+w))		untranslated
19519	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)	psi(N_(w^2*2))		untranslated
19520	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(2,1,1)	psi(N_(w^3))		untranslated
19521	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(2,1,1)(2,1,1)	psi(N_(w^4))		untranslated
19522	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,0,0)	psi(N_(w^w))		untranslated
19523	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,0,0)(4,1,0)	psi(N_psi(W))		untranslated
19524	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)	psi(N_W)		untranslated
19525	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,0)	psi(W_(N_W+1))		untranslated
19526	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,0)(5,0,0)	psi(M_(N_W+1))		untranslated
19527	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,1)(6,3,1)(5,3,1)(6,3,0)(5,0,0)	psi(N_(W+1))		untranslated
19528	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,1)(6,3,1)(5,3,1)(6,3,1)(6,3,1)	psi(N_(W+w))		untranslated
19529	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,1,0)(3,2,0)(4,3,1)(5,3,1)(6,3,1)(6,3,1)(5,3,1)(6,3,1)(6,3,1)(5,3,1)(6,1,0)	psi(N_(W2))		untranslated
19530	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,1,0)(3,2,1)	psi(N_(W*w))		untranslated
19531	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,1,0)(3,2,1)(4,1,0)	psi(N_(W^2))		untranslated
19532	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,1,0)(4,1,0)	psi(N_(W^W))		untranslated
19533	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,0)	psi(N_W_2)		untranslated
19534	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,0)(2,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,1)(4,2,1)(3,2,1)(4,2,0)(2,2,0)(3,3,1)(4,3,1)(5,3,1)(5,3,1)(4,3,1)(5,3,1)(5,3,1)(4,3,1)(5,3,0)	psi(N_W_3)		untranslated
19535	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)	psi(N_W_w)		untranslated
19536	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,0)	psi(N_W_(w+1))		untranslated
19537	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,0)(3,2,1)	psi(N_W_(w2))		untranslated
19538	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)	psi(N_W_(w^2))		untranslated
19539	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,0,0)	psi(N_W_(w^w))		untranslated
19540	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)	psi(N_W_W)		untranslated
19541	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(N_psi_psi_M(M)(M))		untranslated
19542	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(N_psi_psi_M(M)(N_w))		untranslated
19543	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(2,0,0)	psi(N_psi_M(M))		untranslated
19544	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)	psi(N_psi_M(M*w))		untranslated
19545	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(N_psi_M(M^2*w))		untranslated
19546	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,0,0)	psi(N_psi_M(M^w))		untranslated
19547	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)	psi(N_psi_M(M^M*w))		untranslated
19548	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,0)	psi(N_psi_M(W_(M+1)))		untranslated
19549	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(N_psi_M(M_2))		untranslated
19550	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(N_psi_M(M_w))		untranslated
19551	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(5,0,0)	psi(N_psi_M(N))		untranslated
19552	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)	psi(N_psi_M(N_w))		untranslated
19553	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(2,0,0)	psi(N_M)		untranslated
19554	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,0)(6,3,0)	psi(W_(N_M+1))		untranslated
19555	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,0)(6,3,1)(7,3,1)(8,3,0)(7,0,0)	psi(M_(N_M+1))		untranslated
19556	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,0)(6,3,1)(7,3,1)(8,3,1)(8,3,1)(7,3,1)(8,3,0)(7,0,0)	psi(N_(M+1))		untranslated
19557	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,0)(6,3,1)(7,3,1)(8,3,1)(8,3,1)(7,3,1)(8,3,1)(8,3,1)	psi(N_(M+w))		untranslated
19558	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,0)(6,3,1)(7,3,1)(8,3,1)(8,3,1)(7,3,1)(8,3,1)(8,3,1)(7,3,1)(8,1,0)(2,0,0)	psi(N_(M2))		untranslated
19559	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,1)	psi(N_(M*w))		untranslated
19560	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(5,2,1)(6,1,0)(2,0,0)	psi(N_(M^2))		untranslated
19561	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(6,1,0)(2,0,0)	psi(N_(M^M))		untranslated
19562	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)	psi(N_W_(M+1))		untranslated
19563	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(4,2,1)(5,2,1)(6,2,1)	psi(N_psi_M_2(M_2*w))		untranslated
19564	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,0)(4,2,1)(5,2,1)(6,2,1)(6,2,0)(7,3,1)(8,3,1)(9,3,1)(9,3,1)(8,3,1)(9,3,1)(9,3,1)(8,3,1)(9,1,0)(2,0,0)	psi(N_M_2)		untranslated
19565	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)	psi(N_M_w)		untranslated
19566	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,0)(3,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(5,2,1)(4,2,1)(5,2,1)(3,2,1)(4,2,1)(5,2,1)(5,2,1)	psi(N_M_(w2))		untranslated
19567	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)	psi(N_M_(w^2))		untranslated
19568	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,0,0)	psi(N_M_(w^w))		untranslated
19569	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)	psi(N_M_W)		untranslated
19570	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)	psi(N_M_M_w)		untranslated
19571	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(2,0,0)	psi(N_psi_psi_N(N)(N))		untranslated
19572	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(4,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,2,1)(6,2,1)(5,2,1)(6,1,0)(2,0,0)	psi(N_psi_N(N))		untranslated
19573	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(N_psi_N(N*w))		untranslated
19574	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(2,1,1)(3,1,1)	psi(N_psi_N(N^2*w))		untranslated
19575	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,0,0)	psi(N_psi_N(N^w))		untranslated
19576	To psi(K)	(0,0,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,0)(1,1,1)(2,1,1)(3,1,1)(3,1,1)(2,1,1)(3,1,1)(3,1,0)(2,1,1)(3,1,1)	psi(N_psi_N(N^N*w))		untranslated
